WIlmanNameForPhylo;species;year;naxes;beta_total;beta_repl;beta_diff;vol_protected;vol_unprotected;disp_protected;disp_unprotected;delta_vol;delta_disp;Group;Activity-Nocturnal;BodyMass-Value;Gen_Length;Migr;RL_Status_FI_2019;Habitat_Specializ;DietSpecializ;MainHabitatOriginal;MainHabitat6;MeanLatitude;Order;Family
Carduelis chloris;Chloris chloris;2000s;7;0,66;0,657;0,003;2,964890571;2,976093701;0,714650149;0,720132947;-0,01120313;-0,005482799;bird;0;26;4,2;R;1;0,928571429;1;HU;other;54,15548404;PASSERIFORMES;Fringillidae
Carduelis chloris;Chloris chloris;2006s;7;0,368;0,362;0,006;88,59639066;87,99664319;0,774367762;0,774634885;0,599747463;-0,000267124;bird;0;26;4,2;R;1;0,928571429;1;HU;other;54,15548404;PASSERIFORMES;Fringillidae
Carduelis chloris;Chloris chloris;2012s;6;0,411;0,384;0,028;141,4531436;146,4667091;0,806956447;0,799141589;-5,013565441;0,007814857;bird;0;26;4,2;R;1;0,928571429;1;HU;other;54,15548404;PASSERIFORMES;Fringillidae
Carduelis chloris;Chloris chloris;2018s;7;0,381;0,356;0,026;158,2393814;163,3090039;0,826474435;0,826803013;-5,069622499;-0,000328578;bird;0;26;4,2;R;1;0,928571429;1;HU;other;54,15548404;PASSERIFORMES;Fringillidae
Columba palumbus;Columba palumbus;2000s;7;0,647;0,606;0,041;1,640581415;1,743692722;0,669026712;0,673010105;-0,103111306;-0,003983393;bird;0;490;5,7;S;0;0,885714286;0,8;FO;mixedForest;54,66291761;COLUMBIFORMES;Columbidae
Columba palumbus;Columba palumbus;2006s;7;0,582;0,528;0,054;4,381328693;4,061206857;0,701957596;0,694057388;0,320121836;0,007900208;bird;0;490;5,7;S;0;0,885714286;0,8;FO;mixedForest;54,66291761;COLUMBIFORMES;Columbidae
Columba palumbus;Columba palumbus;2012s;7;0,544;0,532;0,012;9,774282134;9,610762314;0,69876219;0,708256669;0,16351982;-0,009494479;bird;0;490;5,7;S;0;0,885714286;0,8;FO;mixedForest;54,66291761;COLUMBIFORMES;Columbidae
Columba palumbus;Columba palumbus;2018s;7;0,566;0,541;0,026;14,46243906;13,95474756;0,706632433;0,70573124;0,507691496;0,000901193;bird;0;490;5,7;S;0;0,885714286;0,8;FO;mixedForest;54,66291761;COLUMBIFORMES;Columbidae
Sylvia curruca;Curruca curruca;2000s;7;0,859;0,839;0,021;0,388913028;0,375046582;0,672157987;0,679574598;0,013866446;-0,007416612;bird;0;11,44;4;L;0;0,914285714;0,844444444;FO;mixedForest;54,45659437;PASSERIFORMES;Sylviidae
Sylvia curruca;Curruca curruca;2006s;7;0,511;0,491;0,02;6,416628619;6,2439557;0,697655525;0,704176609;0,17267292;-0,006521084;bird;0;11,44;4;L;0;0,914285714;0,844444444;FO;mixedForest;54,45659437;PASSERIFORMES;Sylviidae
Sylvia curruca;Curruca curruca;2012s;7;0,709;0,699;0,009;2,802990479;2,843010468;0,705075747;0,706046217;-0,04001999;-0,000970469;bird;0;11,44;4;L;0;0,914285714;0,844444444;FO;mixedForest;54,45659437;PASSERIFORMES;Sylviidae
Sylvia curruca;Curruca curruca;2018s;7;0,575;0,563;0,012;9,201265671;9,045772622;0,750343656;0,743052324;0,15549305;0,007291332;bird;0;11,44;4;L;0;0,914285714;0,844444444;FO;mixedForest;54,45659437;PASSERIFORMES;Sylviidae
Parus caeruleus;Cyanistes caeruleus;2000s;7;0,835;0,83;0,005;1,187932551;1,198365723;0,716613834;0,724249841;-0,010433173;-0,007636008;bird;0;13,3;4,4;R;0;0,93877551;0,8;DF;deciduous;54,21446509;PASSERIFORMES;Paridae
Parus caeruleus;Cyanistes caeruleus;2006s;7;0,305;0,301;0,004;96,72997706;96,25238287;0,749769968;0,748613795;0,477594185;0,001156173;bird;0;13,3;4,4;R;0;0,93877551;0,8;DF;deciduous;54,21446509;PASSERIFORMES;Paridae
Parus caeruleus;Cyanistes caeruleus;2012s;7;0,507;0,496;0,011;7,829733978;7,94617333;0,718060557;0,730039919;-0,116439352;-0,011979362;bird;0;13,3;4,4;R;0;0,93877551;0,8;DF;deciduous;54,21446509;PASSERIFORMES;Paridae
Parus caeruleus;Cyanistes caeruleus;2018s;7;0,753;0,749;0,004;6,143733924;6,179909963;0,745374599;0,743991266;-0,03617604;0,001383333;bird;0;13,3;4,4;R;0;0,93877551;0,8;DF;deciduous;54,21446509;PASSERIFORMES;Paridae
Carpodacus erythrinus;Erythrina erythrina;2000s;7;0,823;0,808;0,015;0,723546218;0,741842566;0,705483037;0,705302896;-0,018296348;0,000180141;bird;0;23,97;4,1;L;0;0,914285714;0,688888889;WE;water;54,24679009;PASSERIFORMES;Fringillidae
Carpodacus erythrinus;Erythrina erythrina;2006s;7;0,441;0,384;0,057;14,16601942;15,23526076;0,623071881;0,616816213;-1,06924134;0,006255667;bird;0;23,97;4,1;L;0;0,914285714;0,688888889;WE;water;54,24679009;PASSERIFORMES;Fringillidae
Carpodacus erythrinus;Erythrina erythrina;2012s;7;0,779;0,769;0,01;7,733594076;7,858162993;0,749306473;0,75399733;-0,124568917;-0,004690857;bird;0;23,97;4,1;L;0;0,914285714;0,688888889;WE;water;54,24679009;PASSERIFORMES;Fringillidae
Carpodacus erythrinus;Erythrina erythrina;2018s;7;0,799;0,784;0,014;29,31458605;28,620519;0,816267451;0,829676602;0,694067049;-0,013409151;bird;0;23,97;4,1;L;0;0,914285714;0,688888889;WE;water;54,24679009;PASSERIFORMES;Fringillidae
Hirundo rustica;Hirundo rustica;2000s;7;0,564;0,561;0,003;10,95897205;10,91000787;0,845549068;0,84482015;0,048964179;0,000728918;bird;0;17,91;3,9;L;1;0,871428571;0,933333333;FA;agric;54,46451797;PASSERIFORMES;Hirundinidae
Hirundo rustica;Hirundo rustica;2006s;7;0,451;0,416;0,035;12,45900454;11,90421383;0,71164681;0,718143156;0,55479071;-0,006496346;bird;0;17,91;3,9;L;1;0,871428571;0,933333333;FA;agric;54,46451797;PASSERIFORMES;Hirundinidae
Hirundo rustica;Hirundo rustica;2012s;7;0,719;0,698;0,021;3,841910357;3,717210187;0,663433162;0,664076785;0,12470017;-0,000643623;bird;0;17,91;3,9;L;1;0,871428571;0,933333333;FA;agric;54,46451797;PASSERIFORMES;Hirundinidae
Hirundo rustica;Hirundo rustica;2018s;7;0,518;0,512;0,005;13,2245233;13,31485026;0,72161736;0,727700048;-0,090326963;-0,006082688;bird;0;17,91;3,9;L;1;0,871428571;0,933333333;FA;agric;54,46451797;PASSERIFORMES;Hirundinidae
Numenius arquata;Numenius arquata;2000s;7;0,428;0,413;0,015;4,244362034;4,323887403;0,525219327;0,520224527;-0,079525368;0,0049948;bird;0;802,99;10,4;S;0;0,835714286;0,8;FA;agric;55,75825115;CHARADRIIFORMES;Scolopacidae
Numenius arquata;Numenius arquata;2006s;7;0,438;0,393;0,045;8,126597747;8,613422063;0,6459621;0,650228006;-0,486824316;-0,004265906;bird;0;802,99;10,4;S;0;0,835714286;0,8;FA;agric;55,75825115;CHARADRIIFORMES;Scolopacidae
Numenius arquata;Numenius arquata;2012s;7;0,772;0,772;0;0,801350861;0,801479035;0,654451244;0,65042234;-0,000128174;0,004028904;bird;0;802,99;10,4;S;0;0,835714286;0,8;FA;agric;55,75825115;CHARADRIIFORMES;Scolopacidae
Numenius arquata;Numenius arquata;2018s;7;0,43;0,413;0,016;24,36258262;24,87177305;0,698104452;0,692328132;-0,509190424;0,00577632;bird;0;802,99;10,4;S;0;0,835714286;0,8;FA;agric;55,75825115;CHARADRIIFORMES;Scolopacidae
Pica pica;Pica pica;2000s;7;0,343;0,34;0,003;48,60772695;48,7990868;0,763735944;0,758237013;-0,191359845;0,005498931;bird;0;217,48;7,1;R;0;0,885714286;0,533333333;HU;other;53,8347117;PASSERIFORMES;Corvidae
Pica pica;Pica pica;2006s;7;0,261;0,251;0,01;79,00951227;78,10531372;0,639309046;0,639081403;0,904198559;0,000227643;bird;0;217,48;7,1;R;0;0,885714286;0,533333333;HU;other;53,8347117;PASSERIFORMES;Corvidae
Pica pica;Pica pica;2012s;7;0,547;0,524;0,023;111,223202;114,839869;0,79235748;0,795337549;-3,616666994;-0,002980069;bird;0;217,48;7,1;R;0;0,885714286;0,533333333;HU;other;53,8347117;PASSERIFORMES;Corvidae
Pica pica;Pica pica;2018s;7;0,304;0,302;0,002;231,3090744;230,873172;0,769818784;0,765328563;0,435902432;0,004490221;bird;0;217,48;7,1;R;0;0,885714286;0,533333333;HU;other;53,8347117;PASSERIFORMES;Corvidae
Sylvia borin;Sylvia borin;2000s;7;0,467;0,444;0,023;7,977034153;8,220858615;0,66456522;0,659957942;-0,243824462;0,004607278;bird;0;18,2;4;L;0;0,955102041;0,866666667;DF;deciduous;54,41668945;PASSERIFORMES;Sylviidae
Sylvia borin;Sylvia borin;2006s;7;0,311;0,269;0,042;62,67998129;65,89307798;0,708412337;0,70797276;-3,213096686;0,000439577;bird;0;18,2;4;L;0;0,955102041;0,866666667;DF;deciduous;54,41668945;PASSERIFORMES;Sylviidae
Sylvia borin;Sylvia borin;2012s;7;0,601;0,558;0,043;6,243645042;6,640088295;0,729706028;0,716235603;-0,396443253;0,013470425;bird;0;18,2;4;L;0;0,955102041;0,866666667;DF;deciduous;54,41668945;PASSERIFORMES;Sylviidae
Sylvia borin;Sylvia borin;2018s;7;0,625;0,609;0,016;7,577009472;7,756780119;0,714958805;0,716842914;-0,179770646;-0,001884108;bird;0;18,2;4;L;0;0,955102041;0,866666667;DF;deciduous;54,41668945;PASSERIFORMES;Sylviidae
Turdus merula;Turdus merula;2000s;7;0,799;0,73;0,069;1,058476484;0,942997942;0,749290082;0,74935027;0,115478542;-6,02E-05;bird;0;102,73;5,2;S;0;0,897142857;0,8;FO;mixedForest;54,39974231;PASSERIFORMES;Turdidae
Turdus merula;Turdus merula;2006s;7;0,358;0,332;0,026;21,50098437;22,18735216;0,715977267;0,719255042;-0,68636779;-0,003277775;bird;0;102,73;5,2;S;0;0,897142857;0,8;FO;mixedForest;54,39974231;PASSERIFORMES;Turdidae
Turdus merula;Turdus merula;2012s;7;0,511;0,482;0,028;13,42799326;12,92624415;0,737307364;0,734173163;0,501749112;0,003134201;bird;0;102,73;5,2;S;0;0,897142857;0,8;FO;mixedForest;54,39974231;PASSERIFORMES;Turdidae
Turdus merula;Turdus merula;2018s;7;0,543;0,514;0,029;14,7866167;15,38360494;0,74614365;0,740039493;-0,59698824;0,006104156;bird;0;102,73;5,2;S;0;0,897142857;0,8;FO;mixedForest;54,39974231;PASSERIFORMES;Turdidae
Vanellus vanellus;Vanellus vanellus;2000s;6;0,201;0,154;0,047;190,7114481;181,0385329;0,62453457;0,621144601;9,672915117;0,003389969;bird;0;218,37;9;S;0;0,928571429;1;FA;agric;54,52080169;CHARADRIIFORMES;Charadriidae
Vanellus vanellus;Vanellus vanellus;2006s;7;0,416;0,412;0,004;3,870224887;3,887531869;0,591966272;0,592163793;-0,017306982;-0,000197521;bird;0;218,37;9;S;0;0,928571429;1;FA;agric;54,52080169;CHARADRIIFORMES;Charadriidae
Vanellus vanellus;Vanellus vanellus;2012s;5;0,356;0,34;0,016;371,6197766;364,4806996;0,657565918;0,654857522;7,139077024;0,002708396;bird;0;218,37;9;S;0;0,928571429;1;FA;agric;54,52080169;CHARADRIIFORMES;Charadriidae
Vanellus vanellus;Vanellus vanellus;2018s;7;0,69;0,645;0,045;15,0170658;14,02334201;0,749508057;0,744657684;0,993723793;0,004850374;bird;0;218,37;9;S;0;0,928571429;1;FA;agric;54,52080169;CHARADRIIFORMES;Charadriidae
Emberiza citrinella;Emberiza citrinella;2000s;5;0,993;0,992;0,001;2,198515247;2,194564174;0,821433305;0,816056483;0,003951073;0,005376822;bird;0;29,7;3,7;R;0;0,914285714;0,888888889;FA;agric;53,97282453;PASSERIFORMES;Emberizidae
Emberiza citrinella;Emberiza citrinella;2006s;7;0,436;0,418;0,018;54,5855087;53,36229025;0,720055081;0,720785896;1,223218442;-0,000730815;bird;0;29,7;3,7;R;0;0,914285714;0,888888889;FA;agric;53,97282453;PASSERIFORMES;Emberizidae
Emberiza citrinella;Emberiza citrinella;2012s;7;0,53;0,527;0,003;29,22014981;29,33318721;0,696650804;0,702829102;-0,113037406;-0,006178298;bird;0;29,7;3,7;R;0;0,914285714;0,888888889;FA;agric;53,97282453;PASSERIFORMES;Emberizidae
Emberiza citrinella;Emberiza citrinella;2018s;6;0,152;0,129;0,023;1095,897828;1068,839354;0,728545817;0,722772064;27,05847374;0,005773754;bird;0;29,7;3,7;R;0;0,914285714;0,888888889;FA;agric;53,97282453;PASSERIFORMES;Emberizidae
Scolopax rusticola;Scolopax rusticola;2000s;5;0,09;0,065;0,024;4699,573568;4821,56238;0,67930653;0,693529728;-121,9888117;-0,014223199;bird;0;308,31;6,3;S;0;0,965714286;0,866666667;FO;mixedForest;54,32892132;CHARADRIIFORMES;Scolopacidae
Scolopax rusticola;Scolopax rusticola;2006s;7;0,249;0,241;0,008;30,98683614;30,70344858;0,712917803;0,709774603;0,283387565;0,0031432;bird;0;308,31;6,3;S;0;0,965714286;0,866666667;FO;mixedForest;54,32892132;CHARADRIIFORMES;Scolopacidae
Scolopax rusticola;Scolopax rusticola;2012s;6;0,332;0,332;0;174,7218876;174,6394641;0,714851657;0,710890554;0,082423502;0,003961103;bird;0;308,31;6,3;S;0;0,965714286;0,866666667;FO;mixedForest;54,32892132;CHARADRIIFORMES;Scolopacidae
Scolopax rusticola;Scolopax rusticola;2018s;7;0,611;0,585;0,026;8,625856803;8,954752446;0,820521821;0,822919039;-0,328895643;-0,002397218;bird;0;308,31;6,3;S;0;0,965714286;0,866666667;FO;mixedForest;54,32892132;CHARADRIIFORMES;Scolopacidae
Sylvia communis;Curruca communis;2000s;4;0,064;0,056;0,008;20960,13343;21132,09328;0,849868784;0,839024662;-171,9598456;0,010844122;bird;0;15,1;4;L;0;0,928571429;0,888888889;SH;other;53,3017314;PASSERIFORMES;Sylviidae
Sylvia communis;Curruca communis;2006s;6;0,097;0,096;0,001;4038,781727;4035,701061;0,81646742;0,820446768;3,080666044;-0,003979348;bird;0;15,1;4;L;0;0,928571429;0,888888889;SH;other;53,3017314;PASSERIFORMES;Sylviidae
Sylvia communis;Curruca communis;2012s;7;0,815;0,771;0,044;8,307192956;8,949191875;0,850344945;0,859066946;-0,641998919;-0,008722002;bird;0;15,1;4;L;0;0,928571429;0,888888889;SH;other;53,3017314;PASSERIFORMES;Sylviidae
Sylvia communis;Curruca communis;2018s;7;0,758;0,743;0,016;12,05122381;11,75067347;0,856771864;0,860372578;0,300550337;-0,003600714;bird;0;15,1;4;L;0;0,928571429;0,888888889;SH;other;53,3017314;PASSERIFORMES;Sylviidae
Motacilla alba;Motacilla alba;2000s;6;0,259;0,243;0,015;408,6792628;415,9851634;0,755861373;0,751494572;-7,305900619;0,004366801;bird;0;23,93;4,2;S;0;0,885714286;1;HU;other;55,1792908;PASSERIFORMES;Motacillidae
Motacilla alba;Motacilla alba;2006s;7;0,383;0,366;0,017;29,49781769;30,11112407;0,768371504;0,773491433;-0,61330638;-0,005119929;bird;0;23,93;4,2;S;0;0,885714286;1;HU;other;55,1792908;PASSERIFORMES;Motacillidae
Motacilla alba;Motacilla alba;2012s;7;0,664;0,636;0,028;1,299132474;1,355142154;0,690494386;0,68435836;-0,05600968;0,006136025;bird;0;23,93;4,2;S;0;0,885714286;1;HU;other;55,1792908;PASSERIFORMES;Motacillidae
Motacilla alba;Motacilla alba;2018s;7;0,49;0,466;0,024;24,95356728;24,17761934;0,781610108;0,786588365;0,775947943;-0,004978258;bird;0;23,93;4,2;S;0;0,885714286;1;HU;other;55,1792908;PASSERIFORMES;Motacillidae
Tringa totanus;Tringa totanus;2012s;7;0,498;0,469;0,029;38,56170417;40,07880193;0,781778382;0,790082813;-1,517097758;-0,008304431;bird;0;129;6,2;S;0;0,9;0,933333333;WE;water;59,95161;CHARADRIIFORMES;Scolopacidae
Tringa totanus;Tringa totanus;2018s;7;0,346;0,331;0,015;143,4384096;140,7792616;0,86878883;0,866449026;2,659148079;0,002339804;bird;0;129;6,2;S;0;0,9;0,933333333;WE;water;59,95161;CHARADRIIFORMES;Scolopacidae
Phylloscopus trochiloides;Seicercus trochiloides;2006s;5;0,991;0,988;0,002;2,363673194;2,375242333;0,71059445;0,699309482;-0,01156914;0,011284968;bird;0;8,05;3,6;L;0;0,883116883;0,933333333;FO;mixedForest;55,47394215;PASSERIFORMES;Sylviidae
Phylloscopus trochiloides;Seicercus trochiloides;2012s;7;0,548;0,545;0,003;8,948949483;8,990768536;0,747095285;0,748519221;-0,041819053;-0,001423936;bird;0;8,05;3,6;L;0;0,883116883;0,933333333;FO;mixedForest;55,47394215;PASSERIFORMES;Sylviidae
Phylloscopus trochiloides;Seicercus trochiloides;2018s;7;0,598;0,595;0,003;70,74637148;70,46769261;0,858957973;0,85798584;0,278678862;0,000972133;bird;0;8,05;3,6;L;0;0,883116883;0,933333333;FO;mixedForest;55,47394215;PASSERIFORMES;Sylviidae
Sylvia atricapilla;Sylvia atricapilla;2006s;6;0,168;0,162;0,006;1378,452099;1387,221785;0,801286839;0,80089563;-8,769686115;0,000391209;bird;0;16,7;4;L;0;0,925;0,822222222;DF;deciduous;53,74069551;PASSERIFORMES;Sylviidae
Sylvia atricapilla;Sylvia atricapilla;2012s;7;0,496;0,466;0,03;24,24010845;23,3029592;0,77207092;0,77068398;0,937149257;0,001386941;bird;0;16,7;4;L;0;0,925;0,822222222;DF;deciduous;53,74069551;PASSERIFORMES;Sylviidae
Sylvia atricapilla;Sylvia atricapilla;2018s;7;0,631;0,626;0,005;9,388590238;9,456907993;0,722049825;0,720956336;-0,068317755;0,001093489;bird;0;16,7;4;L;0;0,925;0,822222222;DF;deciduous;53,74069551;PASSERIFORMES;Sylviidae
Sturnus vulgaris;Sturnus vulgaris;2012s;7;0,533;0,504;0,029;19,32383221;20,10669732;0,828929171;0,830022126;-0,782865118;-0,001092955;bird;0;77,14;4,6;S;0;0,885714286;0,6;FA;agric;53,20385111;PASSERIFORMES;Sturnidae
Sturnus vulgaris;Sturnus vulgaris;2018s;6;0,161;0,16;0,001;3611,315699;3608,5559;0,900450351;0,904884924;2,759798895;-0,004434572;bird;0;77,14;4,6;S;0;0,885714286;0,6;FA;agric;53,20385111;PASSERIFORMES;Sturnidae
Parus cristatus;Lophophanes cristatus;2000s;4;0,072;0,041;0,031;28366,63752;29305,45201;0,766292453;0,756796063;-938,8144873;0,00949639;bird;0;11,04;4;R;1;0,952380952;0,866666667;CF;coniferous;54,66545459;PASSERIFORMES;Paridae
Parus cristatus;Lophophanes cristatus;2006s;6;0,46;0,451;0,009;27,32367428;27,02347644;0,660899007;0,666944474;0,300197832;-0,006045467;bird;0;11,04;4;R;1;0,952380952;0,866666667;CF;coniferous;54,66545459;PASSERIFORMES;Paridae
Parus cristatus;Lophophanes cristatus;2012s;7;0,691;0,663;0,028;0,486143252;0,507632033;0,625128214;0,630316793;-0,02148878;-0,005188578;bird;0;11,04;4;R;1;0,952380952;0,866666667;CF;coniferous;54,66545459;PASSERIFORMES;Paridae
Parus cristatus;Lophophanes cristatus;2018s;7;0,512;0,498;0,013;7,817485504;7,67778188;0,637104094;0,639105218;0,139703624;-0,002001124;bird;0;11,04;4;R;1;0,952380952;0,866666667;CF;coniferous;54,66545459;PASSERIFORMES;Paridae
Delichon urbicum;Delichon urbicum;2006s;5;0,346;0,342;0,004;2120,575109;2130,448358;0,827587971;0,826439241;-9,873248822;0,00114873;bird;0;14,5;4,3;L;1;0,965714286;1;FA;agric;54,28531864;PASSERIFORMES;Hirundinidae
Delichon urbicum;Delichon urbicum;2012s;4;0,045;0,04;0,005;24612,14868;24484,99533;0,630897574;0,644792113;127,1533461;-0,013894539;bird;0;14,5;4,3;L;1;0,965714286;1;FA;agric;54,28531864;PASSERIFORMES;Hirundinidae
Ficedula parva;Ficedula parva;2006s;5;0,28;0,276;0,004;1502,368521;1509,290149;0,7336089;0,732218798;-6,921628214;0,001390102;bird;0;10,8;3,9;L;0;0,977142857;1;FO;mixedForest;56,53714814;PASSERIFORMES;Muscicapidae
Ficedula parva;Ficedula parva;2012s;7;0,647;0,621;0,025;7,81795817;7,53402378;0,709345502;0,703564782;0,28393439;0,00578072;bird;0;10,8;3,9;L;0;0,977142857;1;FO;mixedForest;56,53714814;PASSERIFORMES;Muscicapidae
Ficedula parva;Ficedula parva;2018s;7;0,622;0,558;0,064;29,07732443;31,93006857;0,735631097;0,742338427;-2,852744145;-0,006707331;bird;0;10,8;3,9;L;0;0,977142857;1;FO;mixedForest;56,53714814;PASSERIFORMES;Muscicapidae
Numenius phaeopus;Numenius phaeopus;2000s;5;0,067;0,066;0,001;13833,11496;13824,97202;0,78438153;0,778552535;8,142937461;0,005828995;bird;0;364,57;9,1;L;0;0,828571429;0,844444444;MM;other;60,66669557;CHARADRIIFORMES;Scolopacidae
Numenius phaeopus;Numenius phaeopus;2006s;6;0,999;0,98;0,019;0,077916115;0,080879014;0,812258373;0,80688084;-0,002962899;0,005377533;bird;0;364,57;9,1;L;0;0,828571429;0,844444444;MM;other;60,66669557;CHARADRIIFORMES;Scolopacidae
Numenius phaeopus;Numenius phaeopus;2012s;5;0,35;0,314;0,036;968,2829677;1011,374251;0,702413374;0,708280453;-43,091283;-0,005867079;bird;0;364,57;9,1;L;0;0,828571429;0,844444444;MM;other;60,66669557;CHARADRIIFORMES;Scolopacidae
Numenius phaeopus;Numenius phaeopus;2018s;7;0,779;0,732;0,047;1,608217738;1,489129038;0,761884959;0,766776445;0,1190887;-0,004891486;bird;0;364,57;9,1;L;0;0,828571429;0,844444444;MM;other;60,66669557;CHARADRIIFORMES;Scolopacidae
Emberiza rustica;Schoeniclus rusticus;2006s;5;0,13;0,081;0,049;4118,824235;4340,102263;0,70262534;0,7034512;-221,2780277;-0,00082586;bird;0;20,54;3,6;L;0;0,957142857;0,933333333;FO;mixedForest;58,37702034;PASSERIFORMES;Emberizidae
Emberiza rustica;Schoeniclus rusticus;2012s;5;0,564;0,552;0,012;182,2807108;179,3509243;0,641820478;0,630520162;2,929786575;0,011300316;bird;0;20,54;3,6;L;0;0,957142857;0,933333333;FO;mixedForest;58,37702034;PASSERIFORMES;Emberizidae
Emberiza rustica;Schoeniclus rusticus;2018s;6;0,491;0,458;0,033;30,08889228;31,44444986;0,698448514;0,695971171;-1,35555758;0,002477343;bird;0;20,54;3,6;L;0;0,957142857;0,933333333;FO;mixedForest;58,37702034;PASSERIFORMES;Emberizidae
Jynx torquilla;Jynx torquilla;2006s;6;0,561;0,543;0,019;150,1338412;154,0951999;0,753344032;0,755584335;-3,961358655;-0,002240303;bird;0;34,96;3,5;L;0;0,869047619;1;FO;mixedForest;55,935413;PICIFORMES;Picidae
Jynx torquilla;Jynx torquilla;2012s;5;0,096;0,087;0,009;1070,784939;1080,881384;0,519877168;0,523422497;-10,09644476;-0,00354533;bird;0;34,96;3,5;L;0;0,869047619;1;FO;mixedForest;55,935413;PICIFORMES;Picidae
Jynx torquilla;Jynx torquilla;2018s;5;0,178;0,16;0,018;2555,007158;2605,098205;0,746511734;0,757238397;-50,09104756;-0,010726663;bird;0;34,96;3,5;L;0;0,869047619;1;FO;mixedForest;55,935413;PICIFORMES;Picidae
Parus ater;Periparus ater;2006s;6;0,312;0,268;0,044;25,3373524;26,69950555;0,520929021;0,520681954;-1,362153149;0,000247067;bird;0;9,2;4,1;R;0;0,955102041;0,711111111;CF;coniferous;53,77290283;PASSERIFORMES;Paridae
Parus ater;Periparus ater;2012s;7;0,677;0,611;0,066;16,73541788;15,13989808;0,76882994;0,772373165;1,595519806;-0,003543224;bird;0;9,2;4,1;R;0;0,955102041;0,711111111;CF;coniferous;53,77290283;PASSERIFORMES;Paridae
Parus ater;Periparus ater;2018s;6;0,168;0,154;0,014;822,4093506;834,8436273;0,770906438;0,765191102;-12,43427666;0,005715336;bird;0;9,2;4,1;R;0;0,955102041;0,711111111;CF;coniferous;53,77290283;PASSERIFORMES;Paridae
Columba oenas;Columba oenas;2012s;7;0,347;0,333;0,014;180,9195471;177,776662;0,80821862;0,809428323;3,142885063;-0,001209703;bird;0;290,79;5,3;S;0;0,878195489;0,822222222;FO;mixedForest;53,63511887;COLUMBIFORMES;Columbidae
Columba oenas;Columba oenas;2018s;5;0,063;0,053;0,01;10283,71013;10394,74074;0,732451362;0,732620412;-111,030602;-0,00016905;bird;0;290,79;5,3;S;0;0,878195489;0,822222222;FO;mixedForest;53,63511887;COLUMBIFORMES;Columbidae
Buteo buteo;Buteo buteo;2006s;4;0,052;0,03;0,022;27057,25236;27676,56797;0,65604123;0,658044746;-619,3156157;-0,002003516;bird;0;759,1;10,1;S;1;0,942857143;0,977777778;FO;mixedForest;55,50375337;ACCIPITRIFORMES;Accipitridae
Buteo buteo;Buteo buteo;2012s;5;0,113;0,095;0,018;1658,099855;1690,854997;0,702248269;0,69720102;-32,75514216;0,005047249;bird;0;759,1;10,1;S;1;0,942857143;0,977777778;FO;mixedForest;55,50375337;ACCIPITRIFORMES;Accipitridae
Oenanthe oenanthe;Oenanthe oenanthe;2000s;5;0,074;0,074;0;24843,83829;24849,33132;0,90941028;0,909645778;-5,493035225;-0,000235498;bird;0;25,39;6,1;L;0;0,925;0,911111111;MM;other;58,67164292;PASSERIFORMES;Muscicapidae
Oenanthe oenanthe;Oenanthe oenanthe;2006s;5;0,072;0,072;0;9013,95371;9013,43378;0,72492915;0,757912244;0,519929286;-0,032983094;bird;0;25,39;6,1;L;0;0,925;0,911111111;MM;other;58,67164292;PASSERIFORMES;Muscicapidae
Oenanthe oenanthe;Oenanthe oenanthe;2012s;5;0,077;0,064;0,014;15008,5014;14791,87172;0,809517473;0,794184663;216,6296744;0,01533281;bird;0;25,39;6,1;L;0;0,925;0,911111111;MM;other;58,67164292;PASSERIFORMES;Muscicapidae
Oenanthe oenanthe;Oenanthe oenanthe;2018s;4;0,055;0,05;0,006;26857,68319;26705,13119;0,757922536;0,751570454;152,5520016;0,006352083;bird;0;25,39;6,1;L;0;0,925;0,911111111;MM;other;58,67164292;PASSERIFORMES;Muscicapidae
Pandion haliaetus;Pandion haliaetus;2012s;5;0,633;0,624;0,009;358,7051736;354,0860993;0,713045105;0,696677089;4,619074283;0,016368015;bird;0;1483,2;11,6;L;0;0,814285714;1;WE;water;58,79890286;ACCIPITRIFORMES;Pandionidae
Pandion haliaetus;Pandion haliaetus;2018s;6;0,183;0,154;0,029;302,3535758;312,1098667;0,578768998;0,58064078;-9,756290836;-0,001871782;bird;0;1483,2;11,6;L;0;0,814285714;1;WE;water;58,79890286;ACCIPITRIFORMES;Pandionidae
Corvus corone;Corvus corone;2018s;6;0,318;0,304;0,013;186,1364243;189,1330809;0,718037511;0,723458971;-2,996656663;-0,00542146;bird;0;570;6,8;R;0;0,771428571;0,644444444;HU;other;63,72265446;PASSERIFORMES;Corvidae
Corvus monedula;Corvus monedula;2012s;6;0,205;0,185;0,02;897,8026505;878,341744;0,816985558;0,813024458;19,46090655;0,003961101;bird;0;246;7,4;R;0;0,914285714;0,733333333;FA;agric;53,41945114;PASSERIFORMES;Corvidae
Corvus monedula;Corvus monedula;2018s;7;0,815;0,814;0,001;16,38705192;16,42209866;0,735835531;0,73512589;-0,035046744;0,000709641;bird;0;246;7,4;R;0;0,914285714;0,733333333;FA;agric;53,41945114;PASSERIFORMES;Corvidae
Falco subbuteo;Falco subbuteo;2006s;4;0,072;0,071;0,001;3808,683389;3813,49649;0,569630166;0,563309896;-4,813101202;0,006320271;bird;0;208,17;6,4;L;0;0,942857143;0,933333333;WE;water;57,38151277;FALCONIFORMES;Falconidae
